,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,day_of_the_year
1594,51,management,married,tertiary,no,-15,no,no,cellular,212,2,-1,0,unknown,0,207
1595,42,admin.,divorced,secondary,no,1811,yes,no,unknown,150,1,-1,0,unknown,0,135
1596,43,blue-collar,married,primary,no,483,yes,no,cellular,225,3,-1,0,unknown,0,133
1597,26,blue-collar,married,secondary,no,115,yes,no,unknown,46,3,-1,0,unknown,0,186
1598,34,blue-collar,married,primary,no,351,no,yes,cellular,326,11,-1,0,unknown,0,196
1599,40,management,single,tertiary,no,1509,no,no,cellular,333,1,58,3,failure,0,133
1600,32,services,single,secondary,no,2478,no,yes,cellular,395,1,-1,0,unknown,0,325
1601,33,management,single,secondary,no,1558,yes,no,cellular,97,1,-1,0,unknown,0,108
1602,63,retired,divorced,secondary,no,1490,no,no,cellular,506,1,-1,0,unknown,1,160
1603,47,admin.,divorced,secondary,no,162,yes,no,unknown,203,4,-1,0,unknown,0,130
1604,34,management,single,tertiary,no,-292,yes,no,cellular,181,6,-1,0,unknown,0,232
1605,42,blue-collar,single,secondary,no,382,yes,no,cellular,294,1,-1,0,unknown,0,134
1606,32,technician,single,secondary,no,-28,no,yes,unknown,400,1,-1,0,unknown,0,186
1607,29,unemployed,single,secondary,no,486,no,no,telephone,95,1,-1,0,unknown,0,121
1608,46,management,single,tertiary,no,46,no,yes,cellular,80,1,152,1,failure,0,322
1609,30,technician,married,secondary,no,371,no,no,cellular,124,2,-1,0,unknown,0,220
1610,41,admin.,married,secondary,no,21515,yes,no,unknown,87,1,-1,0,unknown,0,157
1611,43,self-employed,married,secondary,no,634,yes,no,cellular,65,1,131,1,failure,0,322
1612,53,blue-collar,married,primary,no,1868,no,no,cellular,156,4,-1,0,unknown,0,221
1613,33,blue-collar,married,primary,no,1209,yes,no,cellular,700,1,-1,0,unknown,0,107
1614,28,blue-collar,married,secondary,no,2788,yes,no,unknown,369,2,-1,0,unknown,1,158
1615,34,management,married,tertiary,no,4831,yes,no,cellular,265,1,-1,0,unknown,0,35
1616,29,management,single,tertiary,no,1673,no,no,cellular,200,2,159,3,other,0,229
1617,50,unemployed,married,secondary,no,3357,no,no,cellular,239,4,-1,0,unknown,1,161
1618,59,admin.,divorced,secondary,no,174,yes,no,unknown,204,1,-1,0,unknown,0,137
1619,32,blue-collar,married,secondary,no,2089,yes,no,cellular,132,1,-1,0,unknown,1,319
1620,27,services,single,secondary,no,266,no,yes,cellular,232,1,-1,0,unknown,0,189
1621,35,management,married,tertiary,no,8,no,no,cellular,93,3,-1,0,unknown,1,114
1622,51,technician,married,secondary,no,143,yes,no,unknown,627,1,-1,0,unknown,0,137
1623,34,blue-collar,married,secondary,no,-563,yes,no,unknown,252,1,-1,0,unknown,0,147
1624,28,technician,single,secondary,no,1532,no,no,cellular,253,1,107,5,failure,0,143
1625,59,housemaid,married,secondary,no,0,no,no,telephone,722,1,99,4,failure,0,34
1626,38,admin.,married,tertiary,no,605,no,no,cellular,147,2,-1,0,unknown,0,323
1627,29,management,married,tertiary,no,581,yes,yes,cellular,192,2,-1,0,unknown,0,196
1628,44,technician,divorced,secondary,no,0,no,no,cellular,56,2,-1,0,unknown,0,225
1629,54,entrepreneur,married,unknown,no,1956,no,no,cellular,221,5,-1,0,unknown,0,324
1630,27,admin.,single,tertiary,no,3672,yes,no,cellular,157,2,351,5,failure,0,136
1631,39,management,divorced,tertiary,no,3575,no,yes,cellular,74,3,-1,0,unknown,0,231
1632,36,entrepreneur,married,secondary,no,134,no,no,unknown,98,1,-1,0,unknown,0,141
1633,28,student,single,secondary,no,11555,no,no,cellular,125,2,-1,0,unknown,0,99
1634,35,management,married,tertiary,no,552,yes,yes,cellular,314,2,124,1,failure,0,324
1635,39,management,single,tertiary,yes,-401,yes,no,cellular,274,4,-1,0,unknown,0,232
1636,32,technician,single,secondary,no,29,no,no,cellular,156,2,-1,0,unknown,0,232
1637,46,technician,married,secondary,no,1322,yes,yes,cellular,514,1,-1,0,unknown,0,324
1638,49,admin.,married,secondary,no,3608,yes,no,unknown,231,1,-1,0,unknown,1,318
1639,34,services,married,secondary,no,1337,no,no,cellular,330,2,127,3,success,1,352
1640,32,technician,single,tertiary,no,1100,yes,yes,cellular,67,1,-1,0,unknown,0,224
1641,38,blue-collar,divorced,secondary,no,889,no,yes,unknown,362,1,-1,0,unknown,0,170
1642,57,admin.,divorced,primary,no,179,yes,no,cellular,67,1,368,2,failure,0,136
1643,44,management,married,tertiary,no,332,yes,no,cellular,497,5,-1,0,unknown,0,205
1644,36,housemaid,married,secondary,no,2880,no,no,unknown,283,1,-1,0,unknown,0,164
1645,49,management,married,tertiary,no,7007,no,no,cellular,325,2,-1,0,unknown,0,322
1646,34,services,married,secondary,no,0,yes,no,cellular,78,4,-1,0,unknown,0,196
1647,44,self-employed,married,tertiary,no,134,no,no,cellular,86,4,-1,0,unknown,0,241
1648,34,admin.,single,secondary,no,6979,yes,no,cellular,14,5,-1,0,unknown,0,136
1649,39,management,married,tertiary,no,12,yes,no,unknown,130,1,-1,0,unknown,0,144
1650,32,technician,married,secondary,no,84,no,yes,cellular,403,3,-1,0,unknown,0,211
1651,27,services,single,secondary,no,468,yes,no,cellular,109,1,-1,0,unknown,0,134
1652,29,blue-collar,single,secondary,no,555,yes,no,cellular,133,4,-1,0,unknown,0,136
1653,26,blue-collar,married,secondary,no,128,no,no,unknown,355,1,-1,0,unknown,0,186
1654,59,retired,divorced,secondary,no,1026,no,no,unknown,669,1,-1,0,unknown,1,310
1655,55,housemaid,married,primary,no,136,yes,no,unknown,15,10,-1,0,unknown,0,171
1656,36,management,divorced,tertiary,no,1057,no,no,cellular,383,2,-1,0,unknown,0,36
1657,58,management,married,primary,no,76,yes,no,telephone,54,4,-1,0,unknown,0,139
1658,58,retired,divorced,primary,no,2538,yes,no,cellular,307,6,-1,0,unknown,0,213
1659,39,admin.,married,secondary,no,179,no,no,unknown,36,1,-1,0,unknown,0,250
1660,34,admin.,married,secondary,no,5320,no,no,cellular,114,6,467,5,other,0,63
1661,58,blue-collar,married,primary,no,0,yes,no,cellular,5,25,-1,0,unknown,0,213
1662,50,management,single,tertiary,no,567,yes,no,unknown,274,8,-1,0,unknown,0,137
1663,24,admin.,single,secondary,no,926,yes,yes,cellular,191,1,-1,0,unknown,0,136
1664,38,management,divorced,secondary,no,-17,no,no,cellular,11,4,-1,0,unknown,0,326
1665,40,unemployed,married,secondary,no,0,yes,no,cellular,332,1,183,1,failure,0,324
1666,46,blue-collar,married,primary,no,665,no,no,cellular,89,4,235,2,failure,0,30
1667,27,management,married,tertiary,no,802,no,no,cellular,569,1,-1,0,unknown,1,266
1668,32,management,single,tertiary,no,2343,no,no,cellular,226,1,-1,0,unknown,0,200
1669,43,admin.,married,secondary,no,132,no,no,cellular,574,1,84,3,success,1,232
1670,48,management,married,tertiary,no,5057,no,yes,cellular,37,1,-1,0,unknown,0,324
1671,36,management,married,tertiary,no,254,no,no,unknown,161,3,-1,0,unknown,0,158
1672,30,admin.,married,tertiary,no,0,yes,no,cellular,209,2,-1,0,unknown,0,206
1673,32,management,single,tertiary,no,112,yes,no,cellular,118,1,-1,0,unknown,0,126
1674,29,management,single,secondary,no,-105,yes,no,unknown,5,3,-1,0,unknown,0,148
1675,56,admin.,divorced,unknown,no,789,yes,no,cellular,1022,1,360,2,failure,0,129
1676,54,services,married,unknown,no,386,no,yes,cellular,74,1,152,1,success,0,324
1677,49,management,married,primary,no,3371,no,no,cellular,269,2,-1,0,unknown,1,316
1678,37,technician,single,secondary,no,-242,yes,no,cellular,1149,6,-1,0,unknown,1,226
1679,51,retired,divorced,secondary,no,343,yes,no,unknown,78,2,-1,0,unknown,0,151
1680,34,services,divorced,secondary,no,44,no,no,unknown,118,1,-1,0,unknown,0,161
1681,32,blue-collar,married,secondary,no,2366,yes,no,unknown,127,2,-1,0,unknown,0,141
1682,80,housemaid,married,primary,no,0,no,no,cellular,639,1,189,1,failure,1,54
1683,58,self-employed,married,primary,no,1013,yes,no,cellular,206,1,461,1,failure,1,224
1684,32,management,single,tertiary,no,1831,yes,no,cellular,86,2,-1,0,unknown,0,111
1685,32,management,married,secondary,no,6217,yes,yes,unknown,486,2,-1,0,unknown,0,142
1686,58,retired,single,secondary,no,1640,no,yes,cellular,72,6,274,4,failure,0,35
1687,38,management,married,tertiary,no,46,no,no,cellular,70,4,-1,0,unknown,0,242
1688,60,blue-collar,married,primary,no,1472,no,no,unknown,36,4,-1,0,unknown,0,172
1689,34,blue-collar,married,secondary,no,393,yes,no,cellular,11,9,-1,0,unknown,0,126
1690,62,housemaid,married,secondary,no,565,no,no,cellular,123,3,-1,0,unknown,0,248
1691,34,management,married,secondary,no,0,no,no,cellular,270,1,-1,0,unknown,0,33
1692,49,blue-collar,married,unknown,no,51,yes,no,unknown,984,1,-1,0,unknown,0,128
1693,31,technician,single,secondary,no,1626,no,no,cellular,356,2,286,3,failure,0,128
1694,53,admin.,divorced,secondary,no,0,yes,yes,cellular,586,2,-1,0,unknown,0,121
1695,25,self-employed,single,tertiary,no,453,yes,no,cellular,134,1,-1,0,unknown,0,199
1696,57,technician,married,secondary,no,839,no,yes,unknown,225,1,-1,0,unknown,0,126
1697,44,blue-collar,married,primary,no,271,yes,yes,unknown,94,1,-1,0,unknown,0,130
1698,35,management,married,tertiary,no,1253,yes,no,unknown,210,2,-1,0,unknown,0,140
1699,47,admin.,single,secondary,no,2540,no,no,cellular,110,5,-1,0,unknown,0,323
1700,34,management,married,tertiary,no,2892,yes,yes,cellular,1165,7,-1,0,unknown,0,212
1701,35,management,married,tertiary,no,4286,yes,no,unknown,357,1,-1,0,unknown,0,130
1702,34,technician,single,secondary,no,1386,yes,yes,unknown,185,6,-1,0,unknown,0,149
1703,57,technician,married,secondary,no,0,no,no,unknown,44,1,-1,0,unknown,0,134
1704,47,technician,married,secondary,no,-9,no,no,cellular,457,2,-1,0,unknown,0,227
1705,45,technician,married,secondary,no,1673,no,no,cellular,76,1,-1,0,unknown,0,297
1706,33,blue-collar,single,secondary,no,1925,yes,no,cellular,76,2,-1,0,unknown,0,62
1707,45,management,married,tertiary,no,1929,yes,no,unknown,44,15,-1,0,unknown,0,150
1708,43,entrepreneur,married,tertiary,no,210,no,no,cellular,646,2,-1,0,unknown,0,211
1709,59,retired,married,secondary,no,9976,yes,no,unknown,57,2,-1,0,unknown,0,150
1710,40,admin.,divorced,secondary,no,6,no,no,unknown,140,1,-1,0,unknown,0,163
1711,47,services,married,tertiary,no,871,no,no,cellular,602,9,-1,0,unknown,0,235
1712,49,admin.,married,secondary,no,0,yes,yes,cellular,71,7,-1,0,unknown,0,211
1713,31,admin.,married,secondary,no,0,yes,no,cellular,82,5,-1,0,unknown,0,211
1714,57,retired,married,secondary,no,1044,no,no,telephone,585,1,192,2,success,1,11
1715,32,blue-collar,single,secondary,no,118,yes,no,cellular,1275,1,-1,0,unknown,1,199
1716,26,blue-collar,married,primary,no,0,yes,no,unknown,425,1,-1,0,unknown,0,142
1717,50,housemaid,divorced,primary,no,94,yes,no,cellular,184,4,-1,0,unknown,0,204
1718,45,technician,single,secondary,no,586,no,yes,cellular,32,3,-1,0,unknown,0,210
1719,37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,349,1,-1,0,unknown,0,322
1720,59,retired,married,secondary,no,5706,yes,no,cellular,471,2,-1,0,unknown,0,207
1721,78,retired,married,tertiary,no,226,no,no,telephone,136,1,-1,0,unknown,0,311
1722,34,admin.,married,secondary,no,79,yes,no,unknown,83,1,-1,0,unknown,0,144
1723,55,retired,married,primary,no,150,no,no,cellular,124,1,-1,0,unknown,0,190
1724,31,unemployed,single,secondary,no,-186,yes,no,unknown,172,3,-1,0,unknown,0,147
1725,31,services,single,secondary,no,864,yes,no,cellular,100,1,-1,0,unknown,0,127
1726,44,blue-collar,married,secondary,no,2523,yes,no,unknown,1236,2,-1,0,unknown,0,150
1727,67,blue-collar,married,secondary,no,16353,no,no,cellular,223,2,-1,0,unknown,0,301
1728,48,management,married,unknown,no,0,yes,no,cellular,612,1,344,1,other,0,129
1729,36,management,divorced,tertiary,no,608,no,no,cellular,125,2,-1,0,unknown,0,239
1730,46,unemployed,married,secondary,no,3533,yes,no,cellular,235,2,-1,0,unknown,0,225
1731,55,technician,married,secondary,no,955,yes,no,cellular,104,1,-1,0,unknown,0,29
1732,54,technician,married,tertiary,no,98,no,no,cellular,420,4,-1,0,unknown,0,221
1733,54,technician,married,secondary,no,-315,no,yes,cellular,2029,1,-1,0,unknown,1,192
1734,43,management,single,secondary,yes,-1164,yes,yes,cellular,76,4,-1,0,unknown,0,200
1735,34,technician,married,secondary,no,-346,no,no,cellular,136,4,-1,0,unknown,0,226
1736,45,technician,single,unknown,no,7108,yes,yes,cellular,53,1,172,3,failure,0,323
1737,48,services,married,primary,yes,-583,yes,no,unknown,25,7,-1,0,unknown,0,154
1738,60,admin.,divorced,secondary,no,174,yes,no,cellular,241,1,364,1,failure,0,136
1739,47,admin.,divorced,secondary,no,225,no,no,cellular,1126,4,-1,0,unknown,1,241
1740,31,management,single,tertiary,no,0,no,no,cellular,38,16,-1,0,unknown,0,241
1741,46,blue-collar,divorced,primary,no,216,no,no,cellular,173,1,-1,0,unknown,0,33
1742,51,technician,married,tertiary,no,2506,no,no,cellular,210,3,-1,0,unknown,0,335
1743,34,blue-collar,married,secondary,no,516,yes,yes,unknown,26,1,-1,0,unknown,0,154
1744,45,blue-collar,married,primary,no,419,no,no,cellular,113,4,-1,0,unknown,0,231
1745,58,management,married,secondary,no,407,yes,no,cellular,145,2,-1,0,unknown,0,211
1746,32,admin.,single,tertiary,no,1583,yes,no,cellular,100,1,182,1,failure,0,324
1747,47,management,divorced,tertiary,no,447,no,yes,unknown,126,1,-1,0,unknown,0,128
1748,32,blue-collar,married,secondary,no,736,yes,no,unknown,700,3,-1,0,unknown,0,144
1749,46,admin.,single,secondary,no,1693,yes,no,cellular,137,1,97,1,success,0,25
1750,29,blue-collar,single,secondary,no,482,no,yes,cellular,1097,3,-1,0,unknown,1,192
1751,53,retired,married,secondary,no,6095,yes,yes,cellular,410,5,-1,0,unknown,0,135
1752,28,management,single,tertiary,no,0,no,no,telephone,198,2,-1,0,unknown,0,148
1753,27,self-employed,married,secondary,no,-220,yes,no,unknown,138,2,-1,0,unknown,0,147
1754,51,blue-collar,married,secondary,no,397,yes,no,cellular,293,2,-1,0,unknown,0,233
1755,46,blue-collar,married,secondary,no,5,no,no,cellular,71,3,-1,0,unknown,0,231
1756,33,self-employed,married,secondary,no,215,yes,no,cellular,543,12,-1,0,unknown,0,211
1757,52,management,married,tertiary,no,1944,yes,no,cellular,238,3,323,2,failure,0,106
1758,28,blue-collar,divorced,unknown,no,101,yes,no,unknown,126,4,-1,0,unknown,0,149
1759,53,management,married,primary,no,995,no,no,cellular,200,3,-1,0,unknown,0,35
1760,50,management,married,tertiary,no,2881,no,no,cellular,510,2,2,5,other,0,218
1761,58,technician,single,secondary,no,409,no,yes,cellular,643,2,-1,0,unknown,0,196
1762,31,technician,single,tertiary,no,614,no,no,cellular,72,4,-1,0,unknown,0,224
1763,45,technician,divorced,secondary,no,976,yes,no,cellular,183,1,338,2,failure,0,108
1764,47,technician,married,unknown,no,2106,yes,no,unknown,168,1,-1,0,unknown,0,127
1765,51,management,married,tertiary,no,-892,yes,yes,cellular,248,2,-1,0,unknown,0,227
1766,49,blue-collar,divorced,unknown,no,39,yes,no,cellular,27,5,-1,0,unknown,0,134
1767,38,services,divorced,secondary,no,792,no,no,unknown,430,1,-1,0,unknown,0,158
1768,56,management,divorced,tertiary,no,442,no,no,unknown,77,3,-1,0,unknown,0,149
1769,31,self-employed,married,tertiary,no,1134,no,no,cellular,174,2,-1,0,unknown,0,37
1770,44,admin.,married,secondary,no,262,yes,no,cellular,74,1,-1,0,unknown,0,191
1771,34,technician,single,secondary,no,105,yes,no,cellular,146,2,171,3,failure,0,128
1772,38,management,single,tertiary,no,16957,yes,no,telephone,208,1,247,2,failure,0,29
1773,32,admin.,married,secondary,no,0,yes,yes,cellular,159,2,195,2,failure,0,322
1774,41,unemployed,married,primary,no,819,no,no,cellular,244,3,-1,0,unknown,0,40
1775,57,housemaid,married,primary,no,0,no,no,unknown,257,2,-1,0,unknown,0,161
1776,27,management,single,tertiary,no,88,no,no,cellular,143,1,-1,0,unknown,0,125
1777,50,self-employed,married,secondary,no,3025,no,yes,cellular,168,3,-1,0,unknown,0,219
1778,37,technician,single,secondary,no,0,no,no,cellular,69,2,-1,0,unknown,0,217
1779,48,services,single,unknown,no,5095,yes,no,unknown,71,1,-1,0,unknown,0,168
1780,60,retired,married,secondary,no,262,no,no,cellular,393,4,-1,0,unknown,0,231
1781,36,admin.,married,secondary,no,470,yes,no,cellular,101,4,-1,0,unknown,0,213
1782,58,blue-collar,married,primary,no,23,yes,no,unknown,91,6,-1,0,unknown,0,141
1783,39,technician,single,secondary,no,102,yes,no,cellular,272,2,-1,0,unknown,0,227
1784,32,blue-collar,married,secondary,no,9,yes,no,cellular,334,2,-1,0,unknown,0,108
1785,59,retired,married,unknown,no,0,no,no,unknown,425,6,-1,0,unknown,0,129
1786,53,blue-collar,married,secondary,no,2231,yes,no,cellular,272,3,-1,0,unknown,0,196
1787,46,management,married,tertiary,no,1285,yes,no,unknown,89,1,-1,0,unknown,0,148
1788,49,management,married,secondary,no,321,no,no,unknown,135,3,-1,0,unknown,0,161
1789,83,retired,married,secondary,no,0,no,no,cellular,140,10,-1,0,unknown,0,78
1790,53,entrepreneur,married,primary,no,1034,yes,no,cellular,854,2,170,3,other,0,324
1791,41,self-employed,married,primary,no,204,no,no,cellular,111,7,-1,0,unknown,0,226
1792,39,technician,married,tertiary,no,794,no,no,telephone,182,1,-1,0,unknown,0,33
1793,40,technician,married,tertiary,no,0,no,no,cellular,44,1,-1,0,unknown,0,232
1794,29,technician,single,tertiary,no,406,yes,no,cellular,119,1,-1,0,unknown,0,199
1795,32,management,single,secondary,no,249,yes,no,unknown,258,1,-1,0,unknown,0,154
1796,45,blue-collar,divorced,secondary,no,1269,yes,no,cellular,549,2,-1,0,unknown,0,29
1797,35,admin.,married,secondary,yes,0,no,yes,unknown,105,3,-1,0,unknown,0,186
1798,34,technician,single,secondary,no,5039,no,no,cellular,205,6,-1,0,unknown,0,325
1799,57,blue-collar,married,primary,no,93,yes,no,telephone,137,1,-1,0,unknown,0,108
1800,53,blue-collar,married,secondary,no,483,yes,no,cellular,288,3,-1,0,unknown,0,34
1801,40,unemployed,divorced,secondary,no,507,yes,no,cellular,134,1,266,7,failure,0,33
1802,41,admin.,married,tertiary,no,1287,no,no,unknown,286,1,-1,0,unknown,0,168
1803,55,admin.,married,secondary,no,865,yes,no,cellular,85,1,151,1,failure,0,108
1804,38,admin.,married,tertiary,no,669,yes,yes,cellular,129,2,-1,0,unknown,0,213
1805,47,blue-collar,married,secondary,no,0,yes,no,cellular,676,1,-1,0,unknown,0,203
1806,33,management,married,tertiary,no,2098,no,no,cellular,67,1,-1,0,unknown,0,325
1807,22,admin.,single,secondary,no,4111,no,yes,cellular,65,1,-1,0,unknown,0,232
1808,34,blue-collar,single,secondary,no,1239,yes,no,cellular,90,1,-1,0,unknown,0,200
1809,40,entrepreneur,married,primary,no,0,yes,no,cellular,271,2,-1,0,unknown,0,193
1810,34,blue-collar,married,secondary,no,67,yes,yes,unknown,672,3,-1,0,unknown,0,129
1811,29,services,single,secondary,no,-287,yes,no,cellular,196,1,-1,0,unknown,0,139
1812,32,technician,married,secondary,no,5122,no,no,cellular,31,1,-1,0,unknown,0,226
1813,34,technician,single,secondary,no,475,yes,no,cellular,538,8,-1,0,unknown,0,211
1814,36,blue-collar,divorced,secondary,no,2843,no,no,cellular,473,1,182,1,success,0,43
1815,29,management,married,tertiary,no,318,yes,no,cellular,1434,2,356,4,failure,0,139
1816,32,unemployed,divorced,primary,no,0,no,no,cellular,175,4,-1,0,unknown,0,197
1817,42,admin.,married,secondary,no,3165,yes,no,unknown,298,4,-1,0,unknown,0,168
1818,33,blue-collar,married,secondary,no,137,no,yes,cellular,305,12,-1,0,unknown,0,200
1819,44,blue-collar,married,primary,no,10,yes,no,cellular,196,1,-1,0,unknown,0,199
1820,29,blue-collar,married,primary,no,200,yes,no,unknown,322,2,-1,0,unknown,0,151
1821,47,technician,married,primary,no,187,yes,no,unknown,165,1,-1,0,unknown,0,130
1822,26,unemployed,married,tertiary,no,454,yes,yes,unknown,28,18,-1,0,unknown,0,144
1823,43,management,divorced,tertiary,no,99,no,no,cellular,24,3,-1,0,unknown,0,29
1824,40,blue-collar,married,primary,no,1397,yes,no,telephone,58,2,334,1,failure,0,133
1825,39,services,married,secondary,no,186,yes,no,cellular,433,1,-1,0,unknown,0,108
1826,42,blue-collar,married,primary,no,704,yes,yes,telephone,88,10,-1,0,unknown,0,213
1827,31,blue-collar,single,tertiary,no,462,yes,yes,unknown,147,1,-1,0,unknown,0,140
1828,31,technician,single,secondary,no,433,no,no,cellular,1504,2,-1,0,unknown,0,224
1829,59,blue-collar,divorced,secondary,no,3573,no,no,cellular,44,1,-1,0,unknown,0,136
1830,57,retired,married,unknown,no,1621,yes,no,unknown,108,1,-1,0,unknown,0,171
1831,34,services,divorced,secondary,no,991,yes,no,cellular,89,1,344,1,failure,0,127
1832,43,management,married,secondary,no,481,yes,no,telephone,164,1,110,2,other,0,323
1833,29,technician,single,secondary,no,103,no,no,unknown,314,1,-1,0,unknown,0,140
1834,43,technician,single,tertiary,yes,0,no,no,cellular,73,4,-1,0,unknown,0,242
1835,30,services,married,secondary,no,0,yes,no,unknown,20,1,-1,0,unknown,0,130
1836,33,technician,married,tertiary,no,8023,no,no,cellular,107,1,105,3,failure,0,335
1837,36,admin.,married,secondary,no,4280,no,no,unknown,227,6,-1,0,unknown,0,171
1838,45,admin.,married,secondary,no,-547,yes,no,unknown,214,2,-1,0,unknown,0,155
1839,44,blue-collar,married,primary,no,2657,yes,no,unknown,202,2,-1,0,unknown,0,172
1840,32,admin.,single,secondary,no,92,yes,no,cellular,110,1,315,2,failure,0,139
1841,40,blue-collar,married,secondary,no,271,yes,no,unknown,483,2,-1,0,unknown,0,150
1842,46,blue-collar,married,primary,no,67,no,no,unknown,9,1,-1,0,unknown,0,176
1843,46,services,married,secondary,no,4,no,no,cellular,268,1,261,5,other,1,121
1844,34,entrepreneur,married,secondary,no,-139,yes,yes,unknown,492,2,-1,0,unknown,0,148
1845,30,management,married,tertiary,no,42,no,no,cellular,115,6,-1,0,unknown,0,238
1846,44,services,divorced,secondary,no,0,yes,no,unknown,389,5,-1,0,unknown,0,156
1847,56,management,single,tertiary,no,15311,no,no,cellular,157,6,-1,0,unknown,0,120
1848,52,entrepreneur,married,primary,no,592,no,no,cellular,122,2,-1,0,unknown,0,203
1849,23,admin.,single,secondary,no,589,yes,no,cellular,62,1,-1,0,unknown,0,127
1850,33,technician,married,secondary,no,-204,no,no,cellular,297,3,-1,0,unknown,0,136
1851,48,management,married,tertiary,no,1808,yes,no,cellular,245,1,-1,0,unknown,1,57
1852,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,477,1,-1,0,unknown,0,129
1853,35,blue-collar,married,primary,no,0,yes,no,cellular,90,6,-1,0,unknown,0,206
1854,33,blue-collar,married,secondary,no,43,yes,no,cellular,332,2,358,2,failure,0,135
1855,49,blue-collar,single,primary,no,2146,yes,no,cellular,1516,2,353,2,other,1,128
1856,49,unemployed,married,secondary,no,769,yes,no,unknown,257,1,-1,0,unknown,0,135
1857,56,management,married,unknown,no,353,no,yes,cellular,171,2,-1,0,unknown,0,207
1858,59,retired,married,tertiary,no,9676,no,no,telephone,234,2,-1,0,unknown,1,87
1859,28,management,single,tertiary,no,224,yes,no,cellular,97,3,-1,0,unknown,0,33
1860,33,technician,single,secondary,no,1279,yes,no,cellular,239,2,349,3,success,0,139
1861,32,management,married,tertiary,no,1667,yes,no,cellular,164,2,179,3,failure,0,323
1862,46,technician,married,secondary,no,2098,no,no,cellular,110,2,-1,0,unknown,0,220
1863,48,management,divorced,tertiary,no,1328,yes,no,unknown,339,1,-1,0,unknown,0,127
1864,44,management,married,tertiary,no,22,yes,no,cellular,265,2,-1,0,unknown,0,219
1865,48,blue-collar,single,unknown,no,428,yes,no,cellular,127,1,-1,0,unknown,0,139
1866,38,blue-collar,single,secondary,no,-1,yes,no,unknown,72,1,-1,0,unknown,0,128
1867,37,technician,single,secondary,no,61,yes,no,unknown,182,8,-1,0,unknown,0,140
1868,46,services,married,secondary,no,2420,no,no,cellular,405,2,-1,0,unknown,0,324
1869,36,blue-collar,married,secondary,no,777,yes,no,cellular,185,3,-1,0,unknown,0,127
1870,40,management,married,tertiary,no,8969,yes,no,cellular,153,1,-1,0,unknown,0,322
1871,44,housemaid,married,primary,no,3706,no,no,unknown,209,3,-1,0,unknown,0,169
1872,27,services,single,secondary,no,3354,yes,no,cellular,493,5,-1,0,unknown,0,135
1873,34,management,married,tertiary,no,1310,no,no,telephone,521,3,158,7,other,0,30
1874,35,blue-collar,single,secondary,no,0,yes,no,cellular,1174,1,345,4,other,1,107
1875,31,housemaid,single,tertiary,no,287,yes,no,cellular,182,1,-1,0,unknown,0,324
1876,27,blue-collar,married,secondary,no,2171,yes,no,cellular,130,1,323,1,other,0,107
1877,31,blue-collar,single,secondary,no,609,yes,no,cellular,1126,1,335,1,failure,0,105
1878,53,management,married,unknown,no,2240,yes,no,cellular,282,2,385,1,success,1,154
1879,43,retired,married,secondary,no,520,yes,no,unknown,15,13,-1,0,unknown,0,141
1880,25,admin.,married,secondary,no,18,yes,no,cellular,225,1,-1,0,unknown,0,200
1881,49,technician,married,secondary,yes,-1680,yes,yes,unknown,92,4,-1,0,unknown,0,179
1882,40,management,single,tertiary,no,36,yes,no,unknown,240,3,-1,0,unknown,0,148
1883,55,technician,married,unknown,no,574,yes,no,cellular,243,2,-1,0,unknown,0,29
1884,25,student,single,unknown,no,10788,no,no,cellular,102,2,210,2,other,0,358
1885,47,technician,married,secondary,no,65,no,no,cellular,118,8,-1,0,unknown,0,241
1886,52,management,married,tertiary,no,6922,no,no,cellular,371,1,-1,0,unknown,0,325
1887,25,unemployed,single,tertiary,no,343,no,no,cellular,377,1,-1,0,unknown,1,153
1888,26,blue-collar,married,primary,no,5116,yes,no,cellular,246,3,-1,0,unknown,0,204
1889,26,admin.,single,secondary,no,802,no,no,cellular,77,1,2,2,other,0,30
1890,35,technician,single,secondary,no,2,no,no,cellular,239,4,-1,0,unknown,0,224
1891,51,blue-collar,married,unknown,no,1883,yes,no,unknown,57,1,-1,0,unknown,0,126
1892,31,self-employed,single,tertiary,yes,-282,yes,no,cellular,131,3,-1,0,unknown,0,325
1893,34,technician,single,secondary,no,179,no,no,cellular,294,3,-1,0,unknown,0,232
1894,36,blue-collar,single,primary,no,1313,yes,no,unknown,8,10,-1,0,unknown,0,172
1895,53,management,married,tertiary,no,4446,yes,no,unknown,429,1,-1,0,unknown,0,135
1896,52,technician,married,tertiary,no,0,no,no,cellular,145,3,94,4,success,0,222
1897,45,blue-collar,married,secondary,no,776,yes,no,cellular,232,4,253,1,failure,0,37
1898,43,unemployed,married,primary,no,960,yes,yes,unknown,241,2,-1,0,unknown,0,136
1899,28,blue-collar,single,secondary,no,6307,yes,no,unknown,615,1,-1,0,unknown,0,149
1900,40,self-employed,married,primary,no,2077,yes,no,cellular,363,1,173,24,other,0,134
1901,31,management,married,tertiary,no,325,yes,no,cellular,1139,2,-1,0,unknown,1,200
1902,32,blue-collar,married,secondary,no,478,yes,no,unknown,200,1,-1,0,unknown,0,155
1903,49,management,divorced,tertiary,no,1904,no,yes,cellular,131,2,-1,0,unknown,0,322
